feature_1,feature_2,feature_3,feature_4
-0.09116873056446818,0.155614328938195,0.780761991239683,-0.654268813024611
1.4808843371873506,-1.1191655113344354,-3.2072916396389277,0.6103031613380472
1.0510655228322356,1.236985406705028,-0.2575698444541612,2.100824648059066
-0.870004531464663,0.1624761322560039,-0.8638647571896522,-1.122338075639881
-1.095883270021234,0.1320893981084394,0.2473741981725347,0.18642607567343122
0.9777653897818332,1.3620265260121396,-0.03821756412702304,0.22878007645082313
0.9821923709194318,-1.970633666689796,-0.2804508001581548,1.0848794043863492
-0.6722380876279007,0.3181379154129645,-0.4693184525610733,1.6460218143382526
-0.6117698364303823,-0.5683069978049831,0.862831310052116,-0.13560208453341605
-0.4506574812440068,1.6872826483622059,1.1607120911794082,0.35241681356355636
2.721844946205341,-0.1895627990129224,-2.567303099591704,0.03232498401529351
2.404761279498023,1.1005200424577144,0.023377044656805013,0.31496509467421663
-1.4583305319503843,8.573280754200809,0.18442064368532307,5.60853195768448
-0.2009515938484548,-0.7393255041639838,-0.7181301519747043,-1.0709332794838637
4.221250892108317,8.627619600165396,0.9315800563301639,8.147086382075685
1.1249931408334455,-0.00035341428643670403,-1.850260182673153,2.809099879746022
-0.8363914386302844,1.331576359744334,0.05098396325437615,-0.5474862473144411
0.8225214484628365,0.9182699024431954,0.7340041903883833,-0.7868371164032417
-1.1588814632877933,-1.3032819553345594,0.21965968661966528,0.48737165562785933
-1.247959161020372,1.0777675019508879,-0.33478908197004265,1.2208806649592605
0.8213620212989061,-0.43904313921921523,2.0484117143761362,0.6615213107619092
-0.7872347817672558,0.040404650130308084,1.7555267838309283,-1.8306999611891164
-0.782815014873381,-0.4621464691022459,-0.970008104328308,-1.1034374713543214
0.8462897816916822,0.16086736020135523,1.214692982699686,1.800348364374613
9.112004139508997,4.822447242207424,9.426095415063877,3.418889271248206
-2.9859125954333354,-0.8135359985892947,9.635243973302433,-2.7753637336170094
1.417415592692537,-9.834213473590257,4.523236063994656,-2.388261422453029
1.0648721122835028,-0.9282347966178934,-0.43439950746836753,-1.4615238459314648
-0.933079792960498,-0.4918184879980423,0.9687757025727316,-0.7033744808072276
-0.16677947133672288,0.8862765484144075,0.5094364220138683,-0.40015350926715787
-0.3959345933327325,0.4368184521579294,-0.4355050660609977,-0.306952068151399
1.0907987310014482,0.6232551248905874,0.4946582235649621,1.5902963519389077
1.0039094598293694,0.6252540461610371,-0.7443798689290713,-1.0167002648819534
-0.986676464353849,-0.68978080537911,-0.9307168666805533,-0.42218367857952105
2.7760853101561582,0.7642304515678666,-1.6083480282391933,0.5690793066979589
-0.16580518677898137,-0.04275157763985715,-1.604104854682114,0.8036419911598662
0.016661205703909443,1.1382630853649702,1.1649818919863728,0.45915059660608004
-1.9358049327230056,-3.1465715254504882,-2.9109317280110254,8.677473385266797
0.9194334347549,1.0470455255680584,0.6623738275642412,-1.201017534369502
1.943899279251032,0.526621710875347,2.133020446296566,-0.3330727241053312
-0.10878227399046525,-0.33425986781193184,-1.2377713086303377,1.0612890591895827
1.5700575702448885,0.5993834614498759,0.849190117249978,-0.9820295896974357
0.7284748725551502,0.7167479248023135,-0.882192199248677,0.5428233557259138
3.634473528598935,2.403370958373669,6.235678807156376,8.594985157751701
-1.3711707815218626,-0.8347430364330408,-0.646202616432582,-0.8934977365453105
0.10618802389870396,-1.6779534660747504,-0.1825666578093995,1.2397571346724938
-0.6132251525679059,-1.1472280347908184,0.7326288529500042,1.493806951155042
-0.3337485593752966,0.7715966393186457,0.3749885811555099,0.19770948652016643
1.5185860810218743,1.071086147836246,0.6575797245240257,0.8396849977012735
-0.15633980535899927,1.609963141560489,0.3779395063050002,-0.39610143327106384
0.0843940198350282,-0.2880174951470868,-2.566898878886069,1.5599260407375637
-2.1474536568214226,-0.0794990423021819,-1.650555737382616,0.5361518711934021
2.215938565271025,-0.4891266484749153,-1.051474993155827,-0.8308866165402287
-0.6097842602136349,0.4284898113069285,1.2412201347777225,-1.0663208962896074
-0.6626045427672305,2.290072462081268,-3.6938206924621335,1.1303257911611047
-0.35692249042617274,0.1555807151669364,-0.06315009928191068,-0.7161293163374408
-0.25713523104595765,-0.17370239153012568,-0.8413328690894619,0.040480353365658917
1.1806784831751185,0.6437386419025318,0.19727032155501473,0.6948340551046029
0.6521019294050504,0.5676212601496509,0.3057790055460313,-0.8582666223841331
-2.1171402703423032,1.3090217116586624,-0.43464866224697496,2.105876457706292
0.8002958808276205,-0.6227139336544402,-0.8726994845355903,-0.2742558836186329
-0.8648391173340394,0.4355647976036118,-1.2093623917335294,1.759644116152752
-0.4897645051749771,0.890874485193695,-0.8989035182723355,0.5167119157012742
1.2351205365041364,2.3833185641120735,-0.8736606699979785,-1.76402777314335
0.12208136917547135,-0.31351105655696143,0.8615179978927403,0.6287241817973004
-0.0806931709471036,1.5225121253513967,0.8404053927649394,-1.628151856806046
1.4447097374652822,-0.41408174250601615,1.1672582096000998,-0.7070957104335615
0.464102925281465,-0.6048977225399478,-1.7862452371238802,0.6066582694813754
-2.696419376572848,0.4313526163918716,1.8714986556165876,0.6403705485307258
-0.5501263859636845,-0.5377445026279566,-0.9791042589462366,2.784956447476511
-1.4374681567283198,-1.6624586177937302,-0.2946831224690879,0.5094014886052831
0.04448675016553766,-1.063483554922815,0.09659240844524042,1.0545245034534703
-0.009337806970910523,-1.3120328015185907,0.18848465784319618,0.04226275272346104
0.10546109040356136,1.6909325047856594,-0.9818954858838633,1.6549546818816183
